,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,qbelo1_pre,qbelo2_pre,qbelo_prob1,qbelo_prob2,quality,score1,score2,winner
7645,DEN,KC,1470.721,1564.424,0.4587867807063394,0.5412132192936606,1489.76622451,1553.28392728,0.483664368328,0.516335631672,62.0,28,31,1
7646,MIN,GB,1588.155,1528.754,0.6717497764266931,0.3282502235733069,1583.83730541,1536.80891071,0.628365664539,0.371634335461,81.0,13,10,0
7647,IND,WSH,1418.648,1389.592,0.6321449765922845,0.3678550234077155,1422.95561989,1373.93270137,0.699974686706,0.3000253132939999,5.0,27,41,1
7648,NYG,PIT,1510.422,1528.938,0.5664995406245056,0.4335004593754944,1461.59324769,1540.58227333,0.452962128669,0.547037871331,45.0,6,10,1
7649,NO,LAR,1427.288,1441.597,0.5724369541351666,0.4275630458648334,1413.44605171,1440.13058707,0.585235424119,0.414764575881,16.0,37,34,0
7650,DET,CHI,1449.607,1511.032,0.5051446570007093,0.4948553429992907,1450.169045,1509.21711603,0.460479569057,0.539520430943,43.0,21,16,0
7651,KC,SEA,1576.98,1472.446,0.7262971406839782,0.2737028593160218,1566.53245136,1484.69631037,0.687313756596,0.312686243404,65.0,38,23,0
7652,LAC,DEN,1642.475,1458.164,0.8077023966563062,0.1922976033436938,1614.44375625,1476.51770043,0.762651108765,0.237348891235,73.0,15,20,1
7653,SF,TB,1632.867,1406.355,0.8426498541048667,0.1573501458951333,1649.54050511,1414.43177501,0.803980323624,0.196019676376,68.0,41,16,0
7654,CLE,CIN,1546.278,1312.407,0.8481854732515549,0.1518145267484451,1556.65374699,1312.2661717,0.863742733324,0.136257266676,13.0,37,13,0
7655,OAK,ATL,1499.714,1472.447,0.6297469886356024,0.3702530113643976,1520.32275515,1476.91213204,0.640972976665,0.359027023335,47.0,30,17,0
7656,ARI,DAL,1492.605,1728.1,0.2726045407908098,0.7273954592091901,1497.08584675,1683.81168176,0.315241913241,0.684758086759,84.0,21,28,1
7657,PHI,TEN,1597.818,1484.051,0.7367346976261436,0.2632653023738563,1579.16914433,1460.95270374,0.724152071274,0.2758479287259999,54.0,21,6,0
7658,OAK,TEN,1518.47,1470.549,0.6570162153753379,0.342983784624662,1538.3388301,1446.74595963,0.73240945819,0.2675905418099999,45.0,17,14,0
7659,BUF,KC,1546.745,1591.071,0.529717211753234,0.4702827882467659,1532.60666087,1582.71233562,0.507462173438,0.4925378265619999,79.0,44,10,0
7660,NE,MIA,1421.689,1560.755,0.3949963017210289,0.605003698278971,1467.09893207,1573.77876918,0.429892133619,0.570107866381,64.0,3,23,1
7661,IND,NYJ,1382.881,1493.779,0.4343290489379435,0.5656709510620564,1381.92307558,1514.44133816,0.294441696194,0.705558303806,15.0,28,25,0
7662,NYG,DET,1491.794,1467.312,0.6260012231900223,0.3739987768099777,1447.20808572,1469.8613586,0.536870582325,0.463129417675,21.0,25,28,1
7663,WSH,PHI,1425.358,1611.319,0.3326314129595952,0.6673685870404047,1414.96524568,1593.37588844,0.304432489315,0.695567510685,42.0,29,31,1
7664,LAC,SEA,1609.831,1458.354,0.7766312708482961,0.2233687291517039,1584.31918373,1468.51642611,0.733604550952,0.266395449048,60.0,35,15,0
7665,TB,MIN,1397.301,1596.769,0.3156014952029038,0.6843985047970962,1403.37589508,1593.68912609,0.321284001907,0.678715998093,50.0,13,36,1
7666,CIN,DAL,1303.803,1738.622,0.1063242818408806,0.8936757181591194,1304.67285792,1695.76676155,0.130510502661,0.8694894973389999,34.0,20,23,1
7667,ARI,PIT,1482.083,1547.566,0.4993049075728347,0.5006950924271654,1485.13076697,1554.9674353,0.504310540211,0.495689459789,56.0,20,17,0
7668,DEN,CLE,1490.808,1554.883,0.5013311788616759,0.4986688211383241,1506.64227295,1564.24706078,0.509285488182,0.4907145118179999,68.0,26,14,0
7669,CHI,GB,1493.327,1520.14,0.5547352792791546,0.4452647207208454,1489.52480242,1526.95709003,0.525571223323,0.474428776677,56.0,6,33,1
7670,GB,DET,1557.763,1485.404,0.6879820360899761,0.3120179639100239,1562.27872368,1484.91612204,0.695953281943,0.304046718057,58.0,38,30,0
7671,ATL,LAC,1453.691,1622.214,0.3552762461403726,0.6447237538596273,1458.89605708,1599.27374203,0.516591411351,0.483408588649,45.0,10,9,0
7672,NYJ,BUF,1477.761,1579.874,0.4467923207460494,0.5532076792539505,1494.185954,1567.70603528,0.477429790709,0.5225702092910001,65.0,22,17,0
7673,MIA,IND,1584.024,1398.899,0.8084291362612462,0.1915708637387537,1599.38093516,1402.17845975,0.853408329882,0.146591670118,38.0,22,21,0
7674,LAR,DEN,1430.01,1516.378,0.4692876894461107,0.5307123105538893,1428.88261403,1531.86994377,0.446466702545,0.553533297455,45.0,27,21,0
7675,TB,CHI,1378.397,1455.704,0.4822962072559586,0.5177037927440413,1384.17795752,1454.20316877,0.495559713025,0.504440286975,17.0,6,20,1
7676,CLE,NE,1529.312,1398.421,0.7554029663181109,0.2445970336818891,1539.01938996,1441.49676609,0.656020306106,0.3439796938939999,33.0,13,6,0
7677,SEA,CIN,1445.972,1301.279,0.7697836424475413,0.2302163575524587,1453.56186781,1301.64778173,0.760940825672,0.2390591743279999,3.0,17,20,1
7678,PHI,ARI,1618.247,1495.968,0.7461275491425213,0.2538724508574786,1599.52147303,1499.03465928,0.714262789895,0.285737210105,74.0,17,7,0
7679,TEN,PIT,1461.504,1533.681,0.4896729356028057,0.5103270643971942,1439.12069249,1541.06354299,0.418759321263,0.581240678737,35.0,9,12,1
7680,WSH,SF,1418.431,1641.921,0.2865208760640001,0.7134791239359999,1408.81966108,1660.59638504,0.211011594064,0.788988405936,56.0,22,37,1
7681,KC,OAK,1557.942,1527.515,0.6339782683743994,0.3660217316256006,1547.6129612,1545.96409724,0.612150899392,0.387849100608,73.0,13,3,0
7682,MIN,NO,1615.674,1438.875,0.8008964995275725,0.1991035004724275,1612.88706365,1424.69402475,0.770753278099,0.229246721901,63.0,21,20,0
7683,DAL,NYG,1741.146,1473.701,0.8714350658762712,0.1285649341237288,1698.79183774,1432.15332229,0.876171408522,0.1238285914779999,72.0,38,10,0
7684,GB,NYJ,1570.668,1497.926,0.6884551122217225,0.3115448877782775,1574.72875139,1513.13763953,0.667542632863,0.332457367137,73.0,17,10,0
7685,DEN,SEA,1495.521,1422.38,0.6889475333935496,0.3110524666064503,1510.92079051,1430.15729158,0.71933165021,0.28066834979,34.0,17,10,0
7686,PHI,CLE,1629.467,1538.653,0.7103197483348941,0.2896802516651059,1611.9953536,1552.08387609,0.724028853368,0.2759711466319999,80.0,7,26,1
7687,LAR,OAK,1450.867,1510.691,0.5074483117523569,0.492551688247643,1449.8317673,1528.05729089,0.509323879437,0.490676120563,43.0,17,20,1
7688,CIN,TEN,1324.871,1447.971,0.4171581473260434,0.5828418526739565,1325.05235796,1427.79145131,0.473213726604,0.526786273396,5.0,34,31,0
7689,NO,ATL,1436.388,1463.07,0.554921536500558,0.445078463499442,1421.81113345,1465.58116186,0.563076479481,0.4369235205189999,24.0,33,32,0
7690,SF,DAL,1656.741,1748.667,0.4613277636896677,0.5386722363103322,1670.83094027,1705.88470486,0.529356930664,0.470643069336,100.0,21,14,0
7691,MIA,CHI,1586.408,1481.681,0.7265179398638358,0.2734820601361641,1601.28056647,1480.82543572,0.730892806944,0.2691071930559999,72.0,14,17,1
7692,NYG,ARI,1466.18,1484.748,0.5664260288668407,0.4335739711331593,1425.06045516,1486.5607787,0.413613182513,0.586386817487,15.0,9,10,1
7693,NE,MIN,1389.08,1618.16,0.2799881468181766,0.7200118531818234,1428.43227996,1615.76995495,0.284515332333,0.7154846676669999,55.0,26,20,0
7694,KC,LAC,1574.766,1612.835,0.5386793888356314,0.4613206111643686,1565.51976755,1592.58863725,0.564605940771,0.435394059229,85.0,13,14,1
7695,DET,TB,1472.498,1352.421,0.7437190145936845,0.2562809854063155,1472.46609433,1357.55569057,0.679042590332,0.320957409668,7.0,14,9,0
7696,PIT,BUF,1547.213,1559.709,0.5749893568067891,0.4250106431932109,1552.39278417,1548.75434974,0.5783372356,0.4216627643999999,72.0,23,10,0
7697,NE,LAC,1419.36,1620.395,0.3136563676886793,0.6863436323113207,1458.53253846,1600.60300868,0.398278846227,0.6017211537730001,62.0,23,17,0
7698,DAL,WSH,1725.987,1403.61,0.9029044565980652,0.0970955434019349,1686.49985284,1398.58510586,0.878083659181,0.121916340819,56.0,31,7,0
7699,KC,CLE,1567.206,1584.456,0.5682883587461736,0.4317116412538264,1557.50539612,1598.33234393,0.573732050471,0.426267949529,77.0,20,13,0
7700,PIT,MIA,1569.123,1564.581,0.598763563645208,0.401236436354792,1574.21923344,1579.1819294,0.556406894539,0.4435931054609999,84.0,16,13,0
7701,CHI,DET,1503.508,1480.97,0.6233775751094535,0.3766224248905465,1502.92407279,1483.3806317,0.671956491163,0.3280435088369999,38.0,20,10,0
7702,SF,LAR,1679.421,1436.764,0.8545839819029705,0.1454160180970295,1690.21579229,1434.93007532,0.875369634702,0.1246303652979999,69.0,31,27,0
7703,OAK,NO,1524.794,1442.453,0.7001816427270748,0.2998183572729251,1542.95898287,1427.74943136,0.683653622574,0.316346377426,44.0,24,19,0
7704,SEA,TB,1410.208,1343.949,0.6803949756996421,0.3196050243003578,1419.36453011,1346.6411532,0.659606889945,0.3403931100549999,4.0,22,21,0
7705,MIN,NYJ,1587.88,1485.732,0.7235583116600149,0.276441688339985,1585.66969645,1500.17553253,0.714399310399,0.285600689601,75.0,21,31,1
7706,DEN,ATL,1507.693,1457.006,0.6605952342208533,0.3394047657791467,1521.71355198,1459.64286395,0.679463762851,0.320536237149,45.0,32,28,0
7707,ARI,PHI,1492.77,1583.664,0.4628043814486448,0.5371956185513551,1492.21711861,1565.74688576,0.408243916635,0.591756083365,56.0,12,6,0
7708,CIN,IND,1341.469,1396.515,0.5143210394036437,0.4856789605963563,1341.01507117,1400.27882844,0.557285677344,0.4427143226559999,3.0,13,17,1
7709,BUF,GB,1537.8,1582.862,0.528661632820627,0.471338367179373,1526.92790048,1587.69085839,0.463857815515,0.5361421844850001,77.0,29,20,0
7710,TEN,NYG,1431.373,1458.158,0.5547750912767482,0.4452249087232518,1411.8287381,1419.40411526,0.581064176506,0.418935823494,11.0,10,13,1
7711,DAL,GB,1731.302,1561.351,0.794535871866431,0.2054641281335689,1693.0316047,1562.60563984,0.541729849785,0.4582701502149999,80.0,42,31,0
7712,DET,BUF,1463.599,1559.311,0.4559166402939586,0.5440833597060414,1468.3910433,1552.01311903,0.411139671587,0.5888603284130001,45.0,35,21,0
7713,CLE,TEN,1566.883,1415.72,0.7763175526706165,0.2236824473293834,1580.64968009,1394.38899111,0.80875375839,0.19124624161,44.0,34,10,0
7714,LAC,LAR,1591.923,1432.657,0.7843128271932205,0.2156871728067795,1576.42056783,1431.71022845,0.770857368068,0.229142631932,41.0,31,17,0
7715,IND,NE,1413.145,1447.832,0.5435135586304454,0.4564864413695546,1417.83581654,1482.71497931,0.447241079918,0.552758920082,19.0,10,12,1
7716,DEN,CIN,1518.072,1324.838,0.8155545261975593,0.1844454738024407,1531.43119105,1323.45808306,0.804731595819,0.195268404181,20.0,15,13,0
7717,NYJ,MIA,1523.286,1553.797,0.5494712707917111,0.4505287292082889,1537.31619758,1567.38383791,0.55532152963,0.4446784703699999,78.0,24,28,1
7718,MIN,TB,1550.327,1339.768,0.8300871609117992,0.1699128390882007,1548.5290314,1342.13435224,0.824795566243,0.175204433757,26.0,17,20,1
7719,SEA,KC,1414.389,1584.779,0.3528183659400657,0.6471816340599343,1423.87133107,1575.18805996,0.365744493747,0.634255506253,41.0,10,9,0
7720,WSH,NYG,1398.295,1473.811,0.4848708792262579,0.5151291207737421,1392.053354,1436.84386226,0.525671034879,0.474328965121,8.0,19,21,1
7721,ARI,CHI,1513.925,1520.879,0.5827662717672701,0.4172337282327298,1514.86888725,1517.9136612,0.499877750088,0.5001222499119999,52.0,16,19,1
7722,ATL,PHI,1446.626,1562.509,0.4272925566595079,0.5727074433404922,1449.92522487,1543.09511712,0.471877776456,0.528122223544,46.0,28,21,0
7723,OAK,PIT,1534.864,1579.907,0.5286888860845789,0.4713111139154211,1553.43163482,1586.01732492,0.530916339105,0.469083660895,81.0,3,21,1
7724,NO,SF,1432.383,1683.528,0.2551109456684862,0.7448890543315139,1417.27677941,1693.43563917,0.233859055383,0.766140944617,79.0,14,35,1
7725,MIN,CHI,1524.017,1537.474,0.5736369174886894,0.4263630825113106,1522.43089062,1532.54429441,0.564937320268,0.4350626797319999,68.0,33,27,0
7726,KC,DEN,1575.356,1521.699,0.6644178811225349,0.3355821188774651,1565.94413772,1535.23934903,0.611697671122,0.388302328878,74.0,17,20,1
7727,CIN,PIT,1321.211,1611.326,0.2148615662660672,0.7851384337339328,1319.64992509,1617.5207209,0.239931721,0.760068279,29.0,15,38,1
7728,NE,NYJ,1459.941,1505.317,0.5282112121497228,0.4717887878502772,1492.64386055,1519.18373267,0.514551878562,0.485448121438,57.0,24,13,0
7729,SF,ATL,1698.069,1471.008,0.843068427815513,0.1569315721844869,1706.42592636,1472.32224518,0.860931207672,0.1390687923279999,89.0,50,14,0
7730,DET,GB,1493.484,1552.125,0.509150314903685,0.490849685096315,1501.25843961,1540.9849299,0.472736696288,0.527263303712,61.0,34,31,0
7731,CLE,NYG,1579.994,1484.414,0.7159322524512715,0.2840677475487285,1592.63253527,1448.3612678,0.771581412854,0.228418587146,57.0,13,16,1
7732,LAR,NO,1422.056,1417.842,0.5983098664079172,0.4016901335920828,1420.41274342,1404.28649222,0.565157969648,0.434842030352,10.0,15,31,1
7733,TB,WSH,1366.079,1387.692,0.5621163567583101,0.4378836432416899,1368.23249302,1380.53594846,0.603298752839,0.3967012471609999,4.0,26,21,0
7734,MIA,BUF,1571.766,1529.425,0.649741802220249,0.350258197779751,1585.51630282,1519.14572272,0.679171875875,0.3208281241249999,79.0,31,42,1
7735,TEN,ARI,1402.608,1497.33,0.4573306413164793,0.5426693586835207,1382.40613592,1500.23825404,0.467526408585,0.5324735914150001,16.0,12,30,1
7736,SEA,IND,1423.812,1401.036,0.6236991754748895,0.3763008245251105,1433.11525331,1407.90693531,0.638400227323,0.361599772677,9.0,19,31,1
7737,PHI,DAL,1538.127,1740.528,0.3119660669468743,0.6880339330531258,1520.69809682,1714.65231463,0.474357278288,0.525642721712,76.0,19,31,1
7738,LAC,OAK,1602.524,1503.445,0.7200106927074896,0.2799893072925103,1587.71805286,1521.92823884,0.663881545265,0.336118454735,69.0,17,24,1
7739,DAL,CLE,1755.591,1558.582,0.8188009768281636,0.1811990231718364,1736.88139333,1568.95914923,0.787214314487,0.212785685513,98.0,14,19,1
7740,NYJ,DET,1482.078,1507.054,0.5573457184812664,0.4426542815187336,1495.30572737,1516.1320359,0.580109747726,0.419890252274,53.0,7,18,1
7741,PIT,PHI,1623.715,1523.064,0.7218313235309,0.2781686764691,1631.48011263,1498.46901812,0.752667403771,0.2473325962289999,74.0,14,3,0
7742,BUF,MIN,1563.373,1540.23,0.6241948749520214,0.3758051250479786,1555.03629608,1538.89819621,0.615129954777,0.3848700452229999,78.0,17,21,1
7743,ATL,NO,1461.003,1452.846,0.60375255129178,0.39624744870822,1463.73372944,1436.12948973,0.603728314955,0.396271685045,26.0,20,29,1
7744,OAK,DEN,1535.802,1541.171,0.5849830790162843,0.4150169209837157,1550.92953464,1552.86934791,0.746588876433,0.253411123567,47.0,23,13,0
7745,TEN,SEA,1376.035,1390.488,0.5722340587976649,0.4277659412023351,1355.10518426,1399.46199308,0.505092824418,0.494907175582,3.0,14,16,1
7746,NE,IND,1483.181,1434.361,0.6581814445409239,0.3418185554590761,1516.52186585,1441.56019554,0.709568048344,0.290431951656,33.0,28,13,0
7747,NYG,CIN,1505.827,1308.822,0.8187975605511337,0.1812024394488662,1472.03465384,1305.69053336,0.762477066989,0.237522933011,6.0,27,20,0
7748,TB,LAR,1381.467,1387.052,0.5846811781258631,0.4153188218741369,1381.83952788,1388.5697459,0.595230388826,0.404769611174,8.0,24,14,0
7749,ARI,WSH,1523.902,1372.304,0.7767520785504598,0.2232479214495402,1527.5392057,1366.9289136,0.754337232425,0.245662767575,15.0,17,15,0
7750,LAC,SF,1570.167,1708.074,0.3965917874904322,0.6034082125095678,1558.71675706,1715.01444211,0.304764822919,0.695235177081,97.0,15,38,1
7751,GB,CHI,1538.555,1521.261,0.6162644060659342,0.3837355939340657,1526.11133361,1516.07698882,0.608362825508,0.391637174492,69.0,40,3,0
7752,MIA,KC,1537.818,1555.884,0.5671355774874014,0.4328644225125986,1549.62572945,1548.31413884,0.604879321326,0.395120678674,75.0,45,28,0
7753,SF,DEN,1732.473,1521.793,0.8301853789156581,0.1698146210843418,1732.91537334,1540.66628614,0.831592696772,0.168407303228,97.0,42,19,0
7754,DET,MIN,1535.266,1561.161,0.5560401751045385,0.4439598248954615,1545.67538733,1559.39531318,0.541622534482,0.4583774655179999,76.0,41,19,0
7755,WSH,TB,1367.838,1400.861,0.5458891021255722,0.4541108978744278,1362.27370716,1401.86926863,0.504207602355,0.495792397645,6.0,14,17,1
7756,ARI,CIN,1528.368,1302.088,0.8424726977646074,0.1575273022353925,1532.19441214,1296.72272132,0.803359353422,0.1966406465779999,9.0,28,7,0
7757,CHI,LAR,1494.35,1367.658,0.7509093129277491,0.2490906870722509,1488.84421636,1368.54000515,0.735281526664,0.2647184733359999,20.0,27,13,0
7758,NYJ,LAC,1453.865,1545.768,0.4613606655110808,0.5386393344889192,1465.76237594,1540.81582583,0.51651080665,0.4834891933499999,50.0,6,21,1
7759,PHI,NYG,1510.207,1512.561,0.5891903564270276,0.4108096435729724,1486.78672611,1481.00246588,0.563359577403,0.436640422597,40.0,13,16,1
7760,BUF,NE,1542.442,1501.203,0.6482967694825622,0.3517032305174378,1534.53917911,1531.84581995,0.587373182581,0.412626817419,65.0,17,41,1
7761,GB,ATL,1565.466,1432.243,0.757874810913098,0.2421251890869019,1553.34410606,1434.9415452,0.759625435296,0.2403745647039999,52.0,21,17,0
7762,KC,TEN,1531.384,1363.166,0.7929025261344159,0.207097473865584,1526.10890177,1343.54640484,0.806584843269,0.1934151567309999,12.0,31,9,0
7763,PIT,CLE,1636.571,1591.89,0.6528010806989227,0.3471989193010772,1643.16240464,1600.39150276,0.622214548101,0.377785451899,93.0,17,7,0
7764,IND,MIA,1416.339,1562.318,0.3855272759374802,0.6144727240625197,1426.23624144,1571.83096652,0.383578676781,0.616421323219,56.0,10,6,0
7765,SEA,OAK,1403.357,1555.181,0.3775878774379634,0.6224121225620365,1411.0207725,1563.13259641,0.364142074905,0.635857925095,36.0,16,17,1
7766,NO,DAL,1481.607,1722.282,0.2667320501245654,0.7332679498754345,1464.92167397,1705.4490398,0.281035542446,0.718964457554,85.0,16,24,1
7767,IND,BUF,1436.874,1498.589,0.5047273541497242,0.4952726458502757,1447.00514465,1495.73654034,0.419267191466,0.580732808534,20.0,10,9,0
7768,OAK,KC,1560.216,1543.126,0.6159866623234802,0.3840133376765198,1567.85490826,1537.46057034,0.624947686277,0.3750523137229999,72.0,9,19,1
7769,NYG,DAL,1529.376,1733.136,0.3102893807775296,0.6897106192224703,1497.62320768,1716.92829206,0.299883532584,0.700116467416,89.0,15,10,0
7770,DEN,NO,1512.201,1470.752,0.6485723492348128,0.3514276507651872,1531.39171393,1453.44242171,0.53969243358,0.46030756642,25.0,28,30,1
7771,CIN,PHI,1293.488,1493.393,0.3150583904532126,0.6849416095467873,1286.33388823,1470.16598432,0.357319648968,0.642680351032,4.0,33,30,0
7772,CHI,NE,1506.76,1545.056,0.5383546481813867,0.4616453518186133,1503.01767011,1570.64845872,0.479127620236,0.520872379764,70.0,3,13,1
7773,LAR,WSH,1355.248,1352.48,0.5963077268537206,0.4036922731462794,1354.3665514,1348.40521018,0.569045104945,0.4309548950549999,1.0,21,24,1
7774,LAC,PIT,1571.042,1652.431,0.4764318112752155,0.5235681887247845,1569.46761363,1660.69679765,0.472102181848,0.527897818152,92.0,37,34,0
7775,ATL,ARI,1425.094,1536.968,0.4329492146920746,0.5670507853079254,1427.91537292,1542.58324523,0.455176798003,0.5448232019970001,35.0,10,6,0
7776,CLE,SEA,1576.03,1398.321,0.8017305020968114,0.1982694979031886,1582.85710975,1406.29846065,0.813351569036,0.1866484309639999,39.0,35,9,0
7777,TEN,NYJ,1351.424,1428.591,0.4824974337215933,0.5175025662784066,1332.19473626,1437.11058814,0.400300103242,0.5996998967580001,3.0,24,10,0
7778,TB,GB,1416.219,1572.615,0.3714228346365659,0.6285771653634341,1415.73776561,1560.37027834,0.364867033312,0.635132966688,53.0,19,34,1
7779,MIA,DET,1541.783,1562.621,0.5632141518675003,0.4367858481324996,1551.06206331,1574.18647713,0.566103813021,0.433896186979,81.0,27,20,0
7780,MIN,SF,1533.806,1742.065,0.3047742880880562,0.6952257119119438,1530.88422337,1742.18994555,0.184105650288,0.815894349712,90.0,21,14,0
7781,MIA,KC,1559.591,1573.813,0.572559524932327,0.427440475067673,1568.72371643,1569.04613591,0.629506770275,0.370493229725,82.0,27,17,0
7782,GB,DET,1592.39,1544.813,0.656569841540707,0.343430158459293,1579.63498213,1556.52482401,0.695057616293,0.304942383707,84.0,16,12,0
7783,CLE,NE,1587.801,1571.192,0.6153314868821261,0.3846685131178738,1593.8625367,1593.4830808,0.604014247088,0.395985752912,91.0,20,13,0
7784,MIN,CHI,1564.734,1480.624,0.7023150035891838,0.2976849964108162,1569.53625571,1480.18304804,0.748114919981,0.251885080019,65.0,18,35,1
7785,SF,CHI,1711.137,1524.175,0.8100615042843067,0.1899384957156933,1703.53791321,1527.51100179,0.874379209427,0.125620790573,95.0,44,15,0
7786,PIT,CLE,1637.806,1603.227,0.6395064869352755,0.3604935130647245,1646.00510565,1609.85936265,0.651607706776,0.348392293224,96.0,29,9,0
7787,LAC,MIA,1585.667,1579.628,0.6008320900832078,0.3991679099167922,1584.15930563,1585.94402753,0.631466885936,0.368533114064,89.0,22,21,0
7788,DAL,GB,1706.757,1602.906,0.7255148717486765,0.2744851282513235,1690.0611335,1588.7481587,0.732820940258,0.2671790597419999,97.0,35,9,0
7789,PIT,LAC,1658.806,1591.028,0.6822934332651043,0.3177065667348957,1666.3460167,1589.05978868,0.720077297231,0.279922702769,95.0,13,17,1
7790,SF,DAL,1722.73,1723.56,0.5913121076375714,0.4086878923624286,1710.80189378,1706.48574907,0.648516866302,0.351483133698,100.0,38,28,0
7791,SF,LAC,1741.774,1614.401,0.6755110270460886,0.3244889729539114,1726.62609647,1614.00204382,0.705613091073,0.294386908927,99.0,49,26,0
7792,MIA,NYJ,1551.178,1435.271,0.7391170393411524,0.2608829606588476,1584.46856544,1449.97362397,0.769302393172,0.230697606828,60.0,52,14,0
7793,NE,CLE,1538.844,1556.484,0.5677374886117118,0.4322625113882882,1570.10805663,1572.78187813,0.573722257599,0.426277742401,82.0,17,14,0
7794,SEA,KC,1426.033,1537.517,0.4335004593754941,0.5664995406245059,1461.77067416,1510.12573885,0.509080512569,0.490919487431,40.0,10,34,1
7795,PIT,DET,1591.956,1524.531,0.6818527885762471,0.3181472114237529,1597.88194701,1522.71481054,0.698194819606,0.3018051803939999,76.0,23,20,0
7796,WSH,ARI,1414.692,1513.879,0.4509591243533157,0.5490408756466842,1427.69197444,1504.03475346,0.482353167142,0.517646832858,29.0,27,7,0
7797,CHI,MIN,1510.055,1515.789,0.5844728853485237,0.4155271146514763,1530.24822694,1503.5440671,0.609116066806,0.390883933194,59.0,31,14,0
7798,IND,CIN,1464.153,1377.48,0.7053903280275431,0.2946096719724569,1488.59207787,1387.5723779,0.717210546162,0.282789453838,19.0,21,24,1
7799,ATL,CAR,1464.162,1300.0,0.7890423367149595,0.2109576632850405,1473.05716168,1300.0,0.782288967591,0.217711032409,4.0,23,20,0
7800,NO,SF,1492.151,1675.847,0.3355320642312812,0.6644679357687188,1463.96138623,1674.91633227,0.274720619918,0.725279380082,81.0,22,24,1
7801,OAK,LAC,1521.353,1564.936,0.5307825605550592,0.4692174394449407,1547.37874282,1547.2665878,0.574236172192,0.425763827808,72.0,17,7,0
7802,JAX,TEN,1300.0,1421.405,0.4195323872083238,0.5804676127916761,1293.53,1400.98867034,0.390354539635,0.609645460365,1.0,3,10,1
7803,GB,LAR,1559.068,1393.793,0.790106826442616,0.209893173557384,1514.68078736,1408.48508369,0.742103738131,0.257896261869,29.0,14,17,1
7804,PHI,TB,1483.774,1432.63,0.6611848126398677,0.3388151873601323,1501.25426045,1448.46290263,0.652598314011,0.347401685989,32.0,6,21,1
7805,DEN,BUF,1499.817,1496.155,0.5975459472042431,0.4024540527957568,1529.88619947,1509.47162991,0.608923743506,0.391076256494,62.0,22,7,0
7806,NYG,DAL,1538.837,1638.011,0.4509776529488187,0.5490223470511812,1504.0511925,1635.96812142,0.390390838262,0.609609161738,80.0,0,35,1
7807,NYJ,IND,1417.608,1443.147,0.5565460061879951,0.4434539938120049,1434.5557952,1467.16259313,0.526811412364,0.473188587636,22.0,24,27,1
7808,NE,MIA,1550.576,1568.841,0.5668543350118476,0.4331456649881524,1581.6282183,1599.88639421,0.550830026637,0.449169973363,90.0,3,20,1
7809,CLE,TB,1544.752,1471.337,0.6892854399041363,0.3107145600958637,1561.26171647,1486.59036404,0.691459197429,0.308540802571,62.0,22,6,0
7810,KC,NYG,1564.848,1507.01,0.6697627852731617,0.3302372147268383,1543.73962789,1476.44015352,0.692954678647,0.307045321353,55.0,20,17,0
7811,TEN,PIT,1438.417,1600.276,0.3641110068986141,0.6358889931013859,1416.74300409,1605.89672563,0.365150127308,0.634849872692,53.0,17,34,1
7812,LAR,NO,1418.261,1485.156,0.4972729028230781,0.5027270971769219,1430.42691329,1457.96975085,0.530247294128,0.469752705872,22.0,17,13,0
7813,LAC,SEA,1542.651,1398.703,0.7690227576215104,0.2309772423784896,1527.45075052,1428.15678511,0.724298275825,0.275701724175,35.0,14,10,0
7814,ARI,PHI,1479.92,1445.067,0.6398700276252057,0.3601299723747942,1472.41197514,1463.12679904,0.597217809372,0.402782190628,27.0,19,31,1
7815,CIN,JAX,1398.485,1282.988,0.7386616913284937,0.2613383086715063,1409.00186263,1277.77566625,0.772577866159,0.2274221338409999,1.0,24,17,0
7816,BUF,CAR,1474.514,1294.703,0.803646895806998,0.196353104193002,1488.49302394,1294.55994019,0.810754853493,0.1892451465069999,5.0,31,9,0
7817,WSH,OAK,1448.651,1543.639,0.4569506492972656,0.5430493507027343,1459.31475275,1567.1945801,0.39799148563,0.60200851437,44.0,8,20,1
7818,SF,ATL,1682.842,1469.46,0.8323668918770074,0.1676331081229926,1680.90796765,1478.49722149,0.838542077648,0.1614579223519999,84.0,41,10,0
7819,DAL,DEN,1669.838,1521.459,0.7735223432942726,0.2264776567057274,1663.57916039,1550.86480544,0.732603170558,0.267396829442,92.0,31,21,0
7820,MIN,DET,1492.398,1516.211,0.5589967540459642,0.4410032459540358,1481.77290264,1514.70003192,0.55407784812,0.4459221518799999,49.0,20,10,0
7821,CHI,GB,1533.445,1534.601,0.5908585252956507,0.4091414747043492,1552.0193914,1492.73895776,0.66284327225,0.33715672775,62.0,24,27,1
7822,CAR,LAR,1283.623,1434.457,0.3789281368843636,0.6210718631156364,1283.99873449,1445.6690958,0.355317229528,0.644682770472,1.0,10,31,1
7823,SEA,CIN,1391.913,1408.53,0.5691821032694351,0.4308178967305649,1419.81607094,1417.69953908,0.558782422221,0.4412175777789999,13.0,24,21,0
7824,NYJ,JAX,1401.896,1272.944,0.7533347369987929,0.246665263001207,1419.79565057,1269.07798981,0.794910607751,0.205089392249,0.0,27,10,0
7825,NO,ATL,1468.96,1459.145,0.6060335894296821,0.3939664105703179,1442.72756834,1468.02534464,0.555979736025,0.444020263975,27.0,24,27,1
